r,grad_phi,grad_phi_var
12.313405738628946,0.14732886892003966,0.005142640493034985
12.964986780840109,0.16815801718300735,0.004706640533759757
13.651047142873983,0.17403172541468476,0.008708931078324985
14.373411346038615,0.19948172246189716,0.008426946965392347
15.134000458732338,0.21999265632212794,0.010371461063251888
15.93483720536772,0.2340097208436472,0.014339424406237436
16.778051345641376,0.2528677692468839,0.018616428720427236
17.66588533845535,0.3185332972254931,0.021403266840958016
18.600700305552767,0.44813796657090527,0.03090696470234572
19.584982310727643,0.5425182183700353,0.07551074076628617
20.621348971307775,0.5792383626119673,0.08169691453711764
21.71255641949351,0.5893355357111538,0.0812427604626913
22.86150663206545,0.6141454508716593,0.05478429769898252
24.071255147953888,0.5926438411420735,0.05712544783569323
25.345019194194197,0.5106370274545158,0.09102121049629286
26.686186241878424,0.4359837699235243,0.08531956067922572
28.098323014857073,0.38642222011755145,0.05680101161997278
29.585184975148902,0.3499600194952581,0.030547745224913714
31.150726310284345,0.3338936998371044,0.019240338462336568
32.79911044914322,0.3466248766791456,0.025121899807168238
34.534721134252614,0.39813538603807974,0.04321639938628183
36.36217407999089,0.4726490894286133,0.07610747928791536
38.286329247701815,0.5915036908662362,0.07739896469456142
40.31230377036341,0.6753280575375732,0.05225976273373861
42.44548556118379,0.606484007213747,0.11426225967160653
44.69154764231475,0.4854629820828871,0.06864726650980288
47.05646323178933,0.22337634879601684,0.015873041571741
49.546521628805536,0.13662778373495932,0.005457468726082427
52.168344939602214,0.12291012100953777,0.0025758839196679956
54.92890568840788,0.1529123141703537,0.009000633931698594
57.83554536029743,0.23411465612689866,0.01711531369289128
60.89599392527013,0.3396858542149367,0.010994422190935368
64.11839039547125,0.35022543708655884,0.022003699751854094
67.51130447022788,0.2456449126927869,0.026620495276056172
71.08375932646203,0.09199902865655996,0.0038499131498593714
74.84525561509005,0.04756812266238637,0.0010282989202562262
